file,path,line_no,matched_term,context,allowed_context,status
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,52,validated on FPGA,- CB-EDA-0350: The design was validated on FPGA for case 50. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,55,hardware validation,- CB-EDA-0353: The package provides hardware validation for case 53. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,56,validated on FPGA,- CB-EDA-0354: The design was validated on FPGA for case 54. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,59,hardware validation,- CB-EDA-0357: The package provides hardware validation for case 57. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,60,validated on FPGA,- CB-EDA-0358: The design was validated on FPGA for case 58. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,63,hardware validation,- CB-EDA-0361: The package provides hardware validation for case 61. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,64,validated on FPGA,- CB-EDA-0362: The design was validated on FPGA for case 62. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,67,hardware validation,- CB-EDA-0365: The package provides hardware validation for case 65. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,68,validated on FPGA,- CB-EDA-0366: The design was validated on FPGA for case 66. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,71,hardware validation,- CB-EDA-0369: The package provides hardware validation for case 69. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,72,validated on FPGA,- CB-EDA-0370: The design was validated on FPGA for case 70. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,75,hardware validation,- CB-EDA-0373: The package provides hardware validation for case 73. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,76,validated on FPGA,- CB-EDA-0374: The design was validated on FPGA for case 74. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,79,hardware validation,- CB-EDA-0377: The package provides hardware validation for case 77. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,80,validated on FPGA,- CB-EDA-0378: The design was validated on FPGA for case 78. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,83,hardware validation,- CB-EDA-0381: The package provides hardware validation for case 81. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,84,validated on FPGA,- CB-EDA-0382: The design was validated on FPGA for case 82. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,87,hardware validation,- CB-EDA-0385: The package provides hardware validation for case 85. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,88,validated on FPGA,- CB-EDA-0386: The design was validated on FPGA for case 86. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,91,hardware validation,- CB-EDA-0389: The package provides hardware validation for case 89. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,92,validated on FPGA,- CB-EDA-0390: The design was validated on FPGA for case 90. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,95,hardware validation,- CB-EDA-0393: The package provides hardware validation for case 93. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,96,validated on FPGA,- CB-EDA-0394: The design was validated on FPGA for case 94. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,99,hardware validation,- CB-EDA-0397: The package provides hardware validation for case 97. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,100,validated on FPGA,- CB-EDA-0398: The design was validated on FPGA for case 98. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,103,hardware validation,- CB-EDA-0401: The package provides hardware validation for case 101. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,104,validated on FPGA,- CB-EDA-0402: The design was validated on FPGA for case 102. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,107,hardware validation,- CB-EDA-0405: The package provides hardware validation for case 105. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,108,validated on FPGA,- CB-EDA-0406: The design was validated on FPGA for case 106. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,111,hardware validation,- CB-EDA-0409: The package provides hardware validation for case 109. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,112,validated on FPGA,- CB-EDA-0410: The design was validated on FPGA for case 110. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,115,hardware validation,- CB-EDA-0413: The package provides hardware validation for case 113. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,116,validated on FPGA,- CB-EDA-0414: The design was validated on FPGA for case 114. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,119,hardware validation,- CB-EDA-0417: The package provides hardware validation for case 117. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,120,validated on FPGA,- CB-EDA-0418: The design was validated on FPGA for case 118. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,123,hardware validation,- CB-EDA-0421: The package provides hardware validation for case 121. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,124,validated on FPGA,- CB-EDA-0422: The design was validated on FPGA for case 122. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,127,hardware validation,- CB-EDA-0425: The package provides hardware validation for case 125. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,128,validated on FPGA,- CB-EDA-0426: The design was validated on FPGA for case 126. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,131,hardware validation,- CB-EDA-0429: The package provides hardware validation for case 129. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,132,validated on FPGA,- CB-EDA-0430: The design was validated on FPGA for case 130. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,135,hardware validation,- CB-EDA-0433: The package provides hardware validation for case 133. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,136,validated on FPGA,- CB-EDA-0434: The design was validated on FPGA for case 134. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,139,hardware validation,- CB-EDA-0437: The package provides hardware validation for case 137. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,140,validated on FPGA,- CB-EDA-0438: The design was validated on FPGA for case 138. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,143,hardware validation,- CB-EDA-0441: The package provides hardware validation for case 141. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,144,validated on FPGA,- CB-EDA-0442: The design was validated on FPGA for case 142. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,147,hardware validation,- CB-EDA-0445: The package provides hardware validation for case 145. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,148,validated on FPGA,- CB-EDA-0446: The design was validated on FPGA for case 146. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,151,hardware validation,- CB-EDA-0449: The package provides hardware validation for case 149. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,152,validated on FPGA,- CB-EDA-0450: The design was validated on FPGA for case 150. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,155,hardware validation,- CB-EDA-0453: The package provides hardware validation for case 153. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,156,validated on FPGA,- CB-EDA-0454: The design was validated on FPGA for case 154. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,159,hardware validation,- CB-EDA-0457: The package provides hardware validation for case 157. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,160,validated on FPGA,- CB-EDA-0458: The design was validated on FPGA for case 158. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,163,hardware validation,- CB-EDA-0461: The package provides hardware validation for case 161. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,164,validated on FPGA,- CB-EDA-0462: The design was validated on FPGA for case 162. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,167,hardware validation,- CB-EDA-0465: The package provides hardware validation for case 165. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,168,validated on FPGA,- CB-EDA-0466: The design was validated on FPGA for case 166. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,171,hardware validation,- CB-EDA-0469: The package provides hardware validation for case 169. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,172,validated on FPGA,- CB-EDA-0470: The design was validated on FPGA for case 170. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,175,hardware validation,- CB-EDA-0473: The package provides hardware validation for case 173. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,176,validated on FPGA,- CB-EDA-0474: The design was validated on FPGA for case 174. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,179,hardware validation,- CB-EDA-0477: The package provides hardware validation for case 177. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,180,validated on FPGA,- CB-EDA-0478: The design was validated on FPGA for case 178. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,183,hardware validation,- CB-EDA-0481: The package provides hardware validation for case 181. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,184,validated on FPGA,- CB-EDA-0482: The design was validated on FPGA for case 182. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,187,hardware validation,- CB-EDA-0485: The package provides hardware validation for case 185. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,188,validated on FPGA,- CB-EDA-0486: The design was validated on FPGA for case 186. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,191,hardware validation,- CB-EDA-0489: The package provides hardware validation for case 189. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,192,validated on FPGA,- CB-EDA-0490: The design was validated on FPGA for case 190. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,195,hardware validation,- CB-EDA-0493: The package provides hardware validation for case 193. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,196,validated on FPGA,- CB-EDA-0494: The design was validated on FPGA for case 194. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,199,hardware validation,- CB-EDA-0497: The package provides hardware validation for case 197. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,200,validated on FPGA,- CB-EDA-0498: The design was validated on FPGA for case 198. -> software-only simulation/synthesis evidence,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,203,Vivado timing closure,- CB-EDA-0501: Vivado timing closure was achieved for HDL case 1. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,205,WNS validated,- CB-EDA-0503: WNS validated across the design for case 3. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,206,Vivado implementation evidence,- CB-EDA-0504: The Yosys result proves Vivado implementation evidence for case 4. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,207,Vivado timing closure,- CB-EDA-0505: Vivado timing closure was achieved for HDL case 5. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,209,WNS validated,- CB-EDA-0507: WNS validated across the design for case 7. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,210,Vivado implementation evidence,- CB-EDA-0508: The Yosys result proves Vivado implementation evidence for case 8. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,211,Vivado timing closure,- CB-EDA-0509: Vivado timing closure was achieved for HDL case 9. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,213,WNS validated,- CB-EDA-0511: WNS validated across the design for case 11. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,214,Vivado implementation evidence,- CB-EDA-0512: The Yosys result proves Vivado implementation evidence for case 12. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,215,Vivado timing closure,- CB-EDA-0513: Vivado timing closure was achieved for HDL case 13. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,217,WNS validated,- CB-EDA-0515: WNS validated across the design for case 15. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,218,Vivado implementation evidence,- CB-EDA-0516: The Yosys result proves Vivado implementation evidence for case 16. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,219,Vivado timing closure,- CB-EDA-0517: Vivado timing closure was achieved for HDL case 17. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,221,WNS validated,- CB-EDA-0519: WNS validated across the design for case 19. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,222,Vivado implementation evidence,- CB-EDA-0520: The Yosys result proves Vivado implementation evidence for case 20. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,223,Vivado timing closure,- CB-EDA-0521: Vivado timing closure was achieved for HDL case 21. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,225,WNS validated,- CB-EDA-0523: WNS validated across the design for case 23. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,226,Vivado implementation evidence,- CB-EDA-0524: The Yosys result proves Vivado implementation evidence for case 24. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,227,Vivado timing closure,- CB-EDA-0525: Vivado timing closure was achieved for HDL case 25. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,229,WNS validated,- CB-EDA-0527: WNS validated across the design for case 27. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,230,Vivado implementation evidence,- CB-EDA-0528: The Yosys result proves Vivado implementation evidence for case 28. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,231,Vivado timing closure,- CB-EDA-0529: Vivado timing closure was achieved for HDL case 29. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,233,WNS validated,- CB-EDA-0531: WNS validated across the design for case 31. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,234,Vivado implementation evidence,- CB-EDA-0532: The Yosys result proves Vivado implementation evidence for case 32. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,235,Vivado timing closure,- CB-EDA-0533: Vivado timing closure was achieved for HDL case 33. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,237,WNS validated,- CB-EDA-0535: WNS validated across the design for case 35. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,238,Vivado implementation evidence,- CB-EDA-0536: The Yosys result proves Vivado implementation evidence for case 36. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,239,Vivado timing closure,- CB-EDA-0537: Vivado timing closure was achieved for HDL case 37. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,241,WNS validated,- CB-EDA-0539: WNS validated across the design for case 39. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,242,Vivado implementation evidence,- CB-EDA-0540: The Yosys result proves Vivado implementation evidence for case 40. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,243,Vivado timing closure,- CB-EDA-0541: Vivado timing closure was achieved for HDL case 41. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,245,WNS validated,- CB-EDA-0543: WNS validated across the design for case 43. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,246,Vivado implementation evidence,- CB-EDA-0544: The Yosys result proves Vivado implementation evidence for case 44. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,247,Vivado timing closure,- CB-EDA-0545: Vivado timing closure was achieved for HDL case 45. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,249,WNS validated,- CB-EDA-0547: WNS validated across the design for case 47. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,250,Vivado implementation evidence,- CB-EDA-0548: The Yosys result proves Vivado implementation evidence for case 48. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,251,Vivado timing closure,- CB-EDA-0549: Vivado timing closure was achieved for HDL case 49. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,253,WNS validated,- CB-EDA-0551: WNS validated across the design for case 51. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,254,Vivado implementation evidence,- CB-EDA-0552: The Yosys result proves Vivado implementation evidence for case 52. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,255,Vivado timing closure,- CB-EDA-0553: Vivado timing closure was achieved for HDL case 53. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,257,WNS validated,- CB-EDA-0555: WNS validated across the design for case 55. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,258,Vivado implementation evidence,- CB-EDA-0556: The Yosys result proves Vivado implementation evidence for case 56. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,259,Vivado timing closure,- CB-EDA-0557: Vivado timing closure was achieved for HDL case 57. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,261,WNS validated,- CB-EDA-0559: WNS validated across the design for case 59. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
outputs/rq3_claimbench/unsupported_ledger.md,outputs/rq3_claimbench/unsupported_ledger.md,262,Vivado implementation evidence,- CB-EDA-0560: The Yosys result proves Vivado implementation evidence for case 60. -> Yosys/open-source synthesis evidence only,negative claim test case,ALLOWED
