artifact_id,phase,artifact_type,relative_path,source_role,evidence_layer,claim_supported,claim_status,replay_required,replay_command_or_na,hash_or_version,paper_target,unsupported_boundary
P8-0401,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/sallen_key_vcvs_lowpass__short_fault__06.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:9b96a76c726ec808527f469a01354bc8c7ccb6e361f88a137dc2793c79672684,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0402,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/sallen_key_vcvs_lowpass__short_fault__06__1000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:9b96a76c726ec808527f469a01354bc8c7ccb6e361f88a137dc2793c79672684,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0403,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/sallen_key_vcvs_lowpass__short_fault__06__10000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:a5c43d71a35b284e534ce81ffacfab1e2b3969155c4fc19b302cd6c6040f8611,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0404,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/sallen_key_vcvs_lowpass__short_fault__06__5000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:8ac8f8e61fa8e0afedfad6f2f339eaa76940030b721ba303ed865f2c7c299d8e,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0405,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/sallen_key_vcvs_lowpass__short_fault__07.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:a5a95948f9c97df6d03cff2c6688fcdd787cd43196dfdbd11404cbe4a3fd8f55,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0406,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/sallen_key_vcvs_lowpass__short_fault__07__1000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:a5a95948f9c97df6d03cff2c6688fcdd787cd43196dfdbd11404cbe4a3fd8f55,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0407,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/sallen_key_vcvs_lowpass__short_fault__07__10000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:49f1a742ea5f18b596c7f09c4a826627b0f49753fd86422d6bd76209fc6f3e7d,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0408,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/sallen_key_vcvs_lowpass__short_fault__07__5000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:daa287c9aec4d8fc51b121ac000b8a8ccdf23338cde35f275351b37430008805,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0409,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/sallen_key_vcvs_lowpass__short_fault__08.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:b045a4cbe60c9f632203bc2237a25b6352a53d4b6b2bd0a1da6db4d2ccb97568,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0410,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/sallen_key_vcvs_lowpass__short_fault__08__1000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:b045a4cbe60c9f632203bc2237a25b6352a53d4b6b2bd0a1da6db4d2ccb97568,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0411,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/sallen_key_vcvs_lowpass__short_fault__08__10000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:19d20b402f142f2a7d74f574d4435a9f82d31c2bb49ab6b194cbc121a31dd21c,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0412,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/sallen_key_vcvs_lowpass__short_fault__08__5000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:09e19372ea7d151c3f2eb84c7aa046a3d3a63a22d8d7d54f211c7c53a5852f9f,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0413,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/sallen_key_vcvs_lowpass__short_fault__09.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:fcb4896f67d6a46dcab44f38fff9336d959b932fc84ae73a20ca922aeffdd069,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0414,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/sallen_key_vcvs_lowpass__short_fault__09__1000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:fcb4896f67d6a46dcab44f38fff9336d959b932fc84ae73a20ca922aeffdd069,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0415,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/sallen_key_vcvs_lowpass__short_fault__09__10000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:183476cb5abeeeda2d81a82de3f63bb15b5caa7aab4d58ab52802843919f65f1,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0416,Phase8,spice_netlist,circuit_fault_bench_phase8_active_filter_external_gate/outputs/netlists/sallen_key_vcvs_lowpass__short_fault__09__5000.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:d8702b7d0fd28fc3ab46c370a8c2c84ac56cadcab711dda31548eab29a382787,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0417,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__bias_fault__00.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:ef6dd7d15f01356e540353f07958528697d19bad6996e893e5b6b7b17305e039,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0418,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__bias_fault__01.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:40d3c5d331ec997b55ce48a8f82dec6e675dd186ce10872640cef38db037b5bd,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0419,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__bias_fault__02.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:c384c8bfaee46eb5270b0a7bcf633824fd807dbb737f8083117af5bcd1383758,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0420,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__bias_fault__03.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:c626a1c968875c66512b9cd15fba8b8f998fef2f4984dd394adb2210b0d6b95a,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0421,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__bias_fault__04.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:d9333b4ffde4b7b6f5fdbbe0f5bc4607b9bce5e7c57a61dc150ad1a2b261711b,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0422,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__bias_fault__05.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:caf6cc754130a5a0b8db851891f931d3683c82c7e040693475b39f3f176e8313,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0423,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__bias_fault__06.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:0f20ed34af3ebe1a4c2e20de4a4fe011899940b25c10011320412eb43b8dbd6a,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0424,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__bias_fault__07.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:209150896a73c4b169541e3e1b84dde4eed83866b62bc09f948ff1bc4f7e8e57,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0425,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__bias_fault__08.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:2d3f39652e5417eff997e5d2e3f2cdb19670964e02e2161dc1ae7267bf57028c,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0426,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__bias_fault__09.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:6d70fbe7f951be881baa4bfa885dbab1ca9d8d07b17037d989136e52f29b3868,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0427,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__nominal__00.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:fefc524d4bcad82e9a22f0d5593fcb4d2d4f99018aa4dde6019c28df9cfdefe5,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0428,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__nominal__01.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:f5fc129bb86f0d97b4590ffc56cab420c62d3af6432d798895b2ca0ec6ca7f31,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0429,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__nominal__02.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:b5a84a77b1f62e50c65aee257499637e74b97931c494bd6b3d9149773ef5422d,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0430,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__nominal__03.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:11ff81ae578a98610d5903b8f9b206167fac00939d9a7aa9bb4bbd8aebd40fc8,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0431,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__nominal__04.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:85ce116dfcfc9d3e4ac7e32e76082ad80b55c7b0c7f298208a0dfa931fbabf2e,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0432,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__nominal__05.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:18bc2b4d6f23bb20827023978bec9d7ba1c3f1b4ac285299cd35619da420bb34,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0433,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__nominal__06.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:1e67596dcefd7c768eb2e044b063ffe877d530cc422582bde803fbba3c7b6344,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
P8-0434,Phase8,ngspice_raw_log,circuit_fault_bench_phase8_active_filter_external_gate/outputs/raw_simulation_logs/mfb_active_highpass__nominal__07.log,raw_ngspice_log,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C04,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb8 build --out outputs ; python3 -m cfb8 package-release --pack outputs --out cfb8_release.zip ; python3 -m cfb8 acceptance --pack outputs --zip cfb8_release.zip --report outputs/final_acceptance_report.md,sha256:0161412ea2f76b4a9f2002b70e49f046f2021519d6d4a5ac544fca3e1fe4727e,Paper2_EDA_Framework,Proxy-aligned active-filter evidence only; exact external benchmark reproduction remains source-gated; no hardware or SCI acceptance claim.
